char_pos,word_pos,file_line,origin,word_after,word_before,line,mikta,halacha,chapter,masechet_he,amud,daf,system_line
198,39,13989,ליידן,חנינא,ר',06,1,003,004,סוטה,ד,יט,00281
1,1,14004,ליידן,"""כשם",,01,1,001,005,סוטה,א,כ,00296
147,30,14027,ליידן,פוסל,יום,12,1,002,005,סוטה,ב,כ,00319
128,28,14051,ליידן,במקום,ולא,05,1,003,005,סוטה,ג,כ,00343
158,32,14074,ליידן,גרנות,כל,05,2,005,005,סוטה,ד,כ,00366
182,38,14089,ליידן,סתם,"""עד""",01,1,002,006,סוטה,א,כא,00381
1,1,14107,ליידן,"""אילו",,01,1,001,007,סוטה,ב,כא,00399
99,23,14116,ליידן,הבאים,הדורות,02,4,001,007,סוטה,ג,כא,00408
250,54,14138,ליידן,אלף,מאות,09,2,005,007,סוטה,ד,כא,00430
1,1,14163,ליידן,תני,,13,3,005,007,סוטה,א,כב,00455
1,1,14175,ליידן,"""משוח",,01,1,001,008,סוטה,ב,כב,00467
41,9,14190,ליידן,עלי,ובימי,05.2,3,001,008,סוטה,ג,כב,00480
87,16,14218,ליידן,ופלג,תרין,28,3,001,008,סוטה,ד,כב,00510
25,6,14244,ליידן,הנושא,אומרת,02,3,002,008,סוטה,א,כג,00536
1,1,14263,ליידן,"""עגלה",,01,1,001,009,סוטה,ב,כג,00555
74,15,14267,ליידן,מפרפר,ראוהו,05,1,001,009,סוטה,ג,כג,00559
10,3,14290,ליידן,כל,שוה,03,1,003,009,סוטה,ד,כג,00582
5,2,14291,ליידן,הל',1,01,1,004,009,סוטה,ג,כג,00583
5,2,14294,ליידן,הל',3,01,1,005,009,סוטה,ד,כג,00586
126,27,14315,ליידן,העם,עז,04,1,006,009,סוטה,א,כד,00607
33,6,14340,ליידן,את,לגנאי,04,4,010,009,סוטה,ב,כד,00632
55,10,14368,ליידן,זו,חתנים,01,1,014,009,סוטה,ג,כד,00660
1,1,14383,ליידן,"""בתולה",,01,1,001,001,כתובות,ד,כד,00001
55,12,14399,ליידן,אמר,דאת,17,1,001,001,כתובות,א,כה,00017
56,11,14421,ליידן,שמואל,בשם,01,1,002,001,כתובות,ב,כה,00039
56,12,14444,ליידן,יכול,הדא,02,1,004,001,כתובות,ג,כה,00062
1,1,14468,ליידן,ר',,03,1,008,001,כתובות,ד,כה,00086
93,17,14489,ליידן,ר',לעיסה,12,1,010,001,כתובות,א,כו,00107
149,29,14497,ליידן,והודה,הואיל,07,1,001,002,כתובות,ב,כו,00115
140,29,14523,ליידן,ושטר,אמנה,06,1,003,002,כתובות,ג,כו,00141
150,28,14546,ליידן,דחנניה,חטאת,04,2,005,002,כתובות,ד,כו,00164
29,6,14571,ליידן,בגודלן,להעיד,01,2,010,002,כתובות,א,כז,00189
79,17,14580,ליידן,על,הבא,02,3,001,003,כתובות,ב,כז,00198
117,26,14605,ליידן,תשלומין,עליו,26,3,001,003,כתובות,ג,כז,00223
226,44,14625,ליידן,באשפה,נבעלת,01,1,004,003,כתובות,ד,כז,00243
1,1,14648,ליידן,ר',,08,1,008,003,כתובות,א,כח,00266
1,1,14654,ליידן,"""נערה",,01,1,001,004,כתובות,ב,כח,00272
78,14,14676,ליידן,"""לקחתי""",יבם,04,1,003,004,כתובות,ג,כח,00294
57,13,14696,ליידן,כך,ואחר,23,1,003,004,כתובות,ד,כח,00314
104,19,14720,ליידן,תהויין,לביתי,12.1,1,006,004,כתובות,א,כט,00337
143,30,14750,ליידן,אלא,יטלון,04.1,1,010,004,כתובות,ב,כט,00367
1,1,14765,ליידן,"""אע'פ",,01,1,001,005,כתובות,ג,כט,00383
24,6,14778,ליידן,אלעזר,כר',14.1,1,001,005,כתובות,ד,כט,00395
9,3,14799,ליידן,"""המקדיש",ה',01,1,004,005,כתובות,א,ל,00417
148,27,14820,ליידן,אמ',"לחודש""",01,2,006,005,כתובות,ב,ל,00438
14,4,14842,ליידן,בר,אלעזר,04,1,009,005,כתובות,ג,ל,00460
123,26,14854,ליידן,שהיא,אשה,01,1,003,006,כתובות,ד,ל,00472
150,29,14878,ליידן,והולכין,גובין,03,1,007,006,כתובות,א,לא,00496
1,1,14886,ליידן,"""המדיר",,01,1,001,007,כתובות,ב,לא,00504
152,29,14906,ליידן,כל,אמ',01,4,006,007,כתובות,ג,לא,00524
217,46,14926,ליידן,עד,או',02,2,007,007,כתובות,ד,לא,00544
1,1,14938,ליידן,"""האשה",,01,1,001,008,כתובות,א,לב,00556
96,19,14954,ליידן,אלהיך,י'י,02,1,004,008,כתובות,ב,לב,00572
269,47,14978,ליידן,לכתובתה'',אחראין,05,1,008,008,כתובות,ג,לב,00596
1,1,14984,ליידן,"""הכותב",,01,1,001,009,כתובות,ד,לב,00602
28,7,15010,ליידן,אבי,הושעיה,11,2,001,009,כתובות,א,לג,00628
116,24,15034,ליידן,תריי,קבל,09,1,005,009,כתובות,ב,לג,00652
254,52,15056,ליידן,מתניתא,ולא,01,1,009,009,כתובות,ג,לג,00674
1,1,15067,ליידן,"""מי",,01,1,001,010,כתובות,ד,לג,00685
181,36,15087,ליידן,אמ',מנא,04,2,004,010,כתובות,א,לד,00705
1,1,15100,ליידן,אשת,,04,1,001,011,כתובות,ב,לד,00718
138,27,15125,ליידן,סופו,אין,01,1,004,011,כתובות,ג,לד,00743
275,55,15154,ליידן,וזו,הוולד,08,2,006,011,כתובות,ד,לד,00772
27,6,15169,ליידן,מתנית',ולא,03,1,003,012,כתובות,א,לה,00787
173,37,15194,ליידן,עילא,ליה,28,1,003,012,כתובות,ב,לה,00812
97,20,15221,ליידן,כתובתה,ואפי',08,1,004,012,כתובות,ג,לה,00839
134,22,15227,ליידן,ומעלה,אותן,04,1,001,013,כתובות,ד,לה,00845
198,39,15250,ליידן,אוכלין,להיות,02,1,003,013,כתובות,א,לו,00868
19,5,15267,ליידן,"השדה""",על,01,1,006,013,כתובות,ב,לו,00885
1,1,15293,ליידן,"""כל",,01,1,001,001,נדרים,ג,לו,00001
179,37,15306,ליידן,הוא,הרי,14,1,001,001,נדרים,ד,לו,00014
179,37,15332,ליידן,שאדם,אמרה,03,1,002,001,נדרים,א,לז,00040
1,1,15353,ליידן,"""אילו",,01,1,001,002,נדרים,ב,לז,00061
100,17,15373,ליידן,אבל,"הלשכה""",01,3,004,002,נדרים,ג,לז,00081
1,1,15379,ליידן,"""ארבעה",,01,1,001,003,נדרים,ד,לז,00087
151,32,15403,ליידן,על,שקר,10,2,002,003,נדרים,א,לח,00111
43,10,15431,ליידן,ההוא,"""ביום",01,2,011,003,נדרים,ב,לח,00139
1,1,15442,ליידן,"""אין",,01,1,001,004,נדרים,ג,לח,00150
21,5,15462,ליידן,דהוא,קטנה,01,3,004,004,נדרים,ד,לח,00170
1,1,15487,ליידן,"""השותפין",,01,1,001,005,נדרים,א,לט,00195
84,18,15500,ליידן,בית,או,03,1,003,005,נדרים,ב,לט,00208
1,1,15517,ליידן,"""הנודר",,01,1,001,006,נדרים,ג,לט,00225
124,25,15532,ליידן,בקטנים,בין,01,2,003,006,נדרים,ד,לט,00240
267,52,15555,ליידן,תחת,מצאו,07,2,009,006,נדרים,א,מ,00263
1,1,15580,ליידן,"""הנודר",,01,1,001,007,נדרים,ב,מ,00288
26,5,15591,ליידן,מה,כו'1,01,1,002,007,נדרים,ג,מ,00299
1,1,15610,ליידן,"""קונם",,01,1,001,008,נדרים,ד,מ,00318
92,21,15628,ליידן,יוחנן,ר',02,1,002,008,נדרים,א,מא,00336
1,1,15650,ליידן,"""ר'",,01,1,001,009,נדרים,ב,מא,00358
151,31,15663,ליידן,מראה,"""לכל",12,2,001,009,נדרים,ג,מא,00371
1,1,15686,ליידן,"""נערה",,01,1,001,010,נדרים,ד,מא,00394
114,23,15698,ליידן,מת,תתארס,01,3,002,010,נדרים,א,מב,00406
75,17,15723,ליידן,ר',נדר,12,1,008,010,נדרים,ב,מב,00431
1,1,15732,ליידן,"""אילו",,01,1,001,011,נדרים,ג,מב,00440
96,23,15756,ליידן,ליתנו,ברוצה,04,1,003,011,נדרים,ד,מב,00464
1,1,15789,ליידן,"""המביא",,01,1,001,001,גיטין,א,מג,00001
190,38,15799,ליידן,בטלה,מקצתה,11,1,001,001,גיטין,ב,מג,00011
91,18,15825,ליידן,אף,יוחנן,01,1,002,001,גיטין,ג,מג,00037
68,14,15848,ליידן,את,ומוציאין,07,1,005,001,גיטין,ד,מג,00060
1,1,15875,ליידן,"""המביא",,01,1,001,002,גיטין,א,מד,00087
193,37,15885,ליידן,מדבר,זיופו,01,1,002,002,גיטין,ב,מד,00097
131,27,15910,ליידן,צריך,אמ',01,1,005,002,גיטין,ג,מד,00122
1,1,15920,ליידן,ר',,04,1,001,003,גיטין,ד,מד,00132
180,38,15943,ליידן,שחרוריך,שטר,01,2,003,003,גיטין,א,מה,00155
101,21,15969,ליידן,מיכן,או,06,1,008,003,גיטין,ב,מה,00181
1,1,15978,ליידן,"""השולח",,01,1,001,004,גיטין,ג,מה,00190
44,10,16001,ליידן,אלא1,נפטרו,02,2,003,004,גיטין,ד,מה,00213
55,13,16025,ליידן,לו,שיאמר,05,2,004,004,גיטין,א,מו,00237
100,21,16054,ליידן,אותו,פודין,01,1,009,004,גיטין,ב,מו,00266
1,1,16063,ליידן,"""הניזקין",,01,1,001,005,גיטין,ג,מו,00275
1,1,16085,ליידן,ואתייא,,03,3,001,005,גיטין,ד,מו,00297
160,34,16110,ליידן,אבידה,מצא,03,2,003,005,גיטין,א,מז,00322
13,4,16135,ליידן,יוסי,ר',04,2,005,005,גיטין,ב,מז,00347
73,18,16159,ליידן,שתי,שיביא,03,4,008,005,גיטין,ג,מז,00371
1,1,16174,ליידן,"""האומר",,01,1,001,006,גיטין,ד,מז,00386
53,13,16191,ליידן,עובדא,אתא,18,1,001,006,גיטין,א,מח,00403
152,30,16217,ליידן,ואילו,אילו,02,4,005,006,גיטין,ב,מח,00429
1,1,16229,ליידן,"""מי",,01,1,001,007,גיטין,ג,מח,00441
28,6,16249,ליידן,לאשתך,גט,03,2,001,007,גיטין,ד,מח,00461
142,28,16277,ליידן,בירוש',שלקינים,02,2,004,007,גיטין,א,מט,00489
1,1,16297,ליידן,"""הזורק",,01,1,001,008,גיטין,ב,מט,00509
9,3,16312,ליידן,"""וכן",ג',01,1,003,008,גיטין,ג,מט,00524
59,12,16337,ליידן,אמרין,דאינון,02,1,009,008,גיטין,ד,מט,00549
1,1,16358,ליידן,"""המגרש",,01,1,001,009,גיטין,א,נ,00570
19,5,16369,ליידן,אשה,מצינו,12,1,001,009,גיטין,ב,נ,00581
123,28,16392,ליידן,את,או',05,2,005,009,גיטין,ג,נ,00604
8,2,16412,ליידן,פליג',מתנית',03,1,008,009,גיטין,ד,נ,00624
1,1,16430,ליידן,"""כל",,01,1,001,001,נזיר,א,נא,00001
100,20,16438,ליידן,כינויין,כינויי,04,4,001,001,נזיר,ב,נא,00009
118,23,16464,ליידן,יצא,עליו,02,4,002,001,נזיר,ג,נא,00035
1,1,16482,ליידן,"""הריני",,01,1,001,002,נזיר,ד,נא,00053
233,47,16499,ליידן,לא,אפי',04,1,002,002,נזיר,א,נב,00070
142,29,16525,ליידן,קרבן,להביא,04,1,009,002,נזיר,ב,נב,00096
1,1,16540,ליידן,"""מי",,01,1,001,003,נזיר,ג,נב,00111
112,24,16560,ליידן,אמ',ויחזור,04,1,005,003,נזיר,ד,נב,00131
1,1,16581,ליידן,"""מי",,01,1,001,004,נזיר,א,נג,00152
61,12,16594,ליידן,אומדין,אחת,01,1,003,004,נזיר,ב,נג,00165
61,10,16619,ליידן,לשאר,ושאר,15,2,004,004,נזיר,ג,נג,00190
1,1,16635,ליידן,"""בית",,01,1,001,005,נזיר,ד,נג,00206
56,13,16650,ליידן,יום,ים,16,1,001,005,נזיר,א,נד,00221
178,35,16672,ליידן,הוינן,אלא,02,2,004,005,נזיר,ב,נד,00243
1,1,16687,ליידן,"""שלשה",,01,1,001,006,נזיר,ג,נד,00258
84,18,16700,ליידן,אמ',יוחנן,14,1,001,006,נזיר,ד,נד,00271
81,16,16722,ליידן,לחים,וענבים,36,1,001,006,נזיר,א,נה,00293
70,16,16749,ליידן,טהור,בנזיר,08,1,003,006,נזיר,ב,נה,00320
31,8,16776,ליידן,תנא,מאן,02,1,007,006,נזיר,ג,נה,00347
51,12,16802,ליידן,אמ',ניטמא,02,1,011,006,נזיר,ד,נה,00373
59,13,16813,ליידן,הצדיק,"בצדקו""",09,1,001,007,נזיר,א,נו,00384
32,6,16838,ליידן,נתחייבתי,לזכות,34,1,001,007,נזיר,ב,נו,00409
152,33,16864,ליידן,גילגלין,נפשך,12,2,002,007,נזיר,ג,נו,00435
10,3,16888,ליידן,בשם,יוחנן,02,1,004,007,נזיר,ד,נו,00459
1,1,16899,ליידן,"""שני",,01,1,001,008,נזיר,א,נז,00470
202,37,16925,ליידן,שמצורע,כדרך,04,1,002,008,נזיר,ב,נז,00496
1,1,16942,ליידן,"""הגוים",,01,1,001,009,נזיר,ג,נז,00513
154,31,16963,ליידן,בנזיר,מחמיר,06,1,002,009,נזיר,ד,נז,00534
64,14,16984,ליידן,עד',ירמיה,01,3,003,009,נזיר,א,נח,00555
1,1,17004,ליידן,"""האשה",,01,1,001,001,קידושין,ב,נח,00001
105,21,17017,ליידן,יש',עריות,14,1,001,001,קידושין,ג,נח,00014
207,41,17041,ליידן,מכלים,כסף,38,1,001,001,קידושין,ד,נח,00038
112,22,17066,ליידן,בחליצתה,בין,07,3,001,001,קידושין,א,נט,00063
104,22,17092,ליידן,בפחות,לא,01,4,002,001,קידושין,ב,נט,00089
19,5,17117,ליידן,פרשת,הרי,25,5,002,001,קידושין,ג,נט,00114
56,13,17142,ליידן,שטרו,כותבין,49,5,002,001,קידושין,ד,נט,00139
225,42,17167,ליידן,לזכות,שבגליל,11,1,003,001,קידושין,א,ס,00164
87,20,17191,ליידן,כולהם,מהן,02,1,004,001,קידושין,ב,ס,00188
178,36,17215,ליידן,הוא,מהן,13,2,004,001,קידושין,ג,ס,00212
123,25,17239,ליידן,אמרו,לחלקן,11,2,005,001,קידושין,ד,ס,00236
97,22,17259,ליידן,אמ',פריטיא,09,1,006,001,קידושין,א,סא,00256
10,3,17286,ליידן,ואחד,האיש,20,1,007,001,קידושין,ב,סא,00283
132,28,17311,ליידן,תקח,''לא,45,1,007,001,קידושין,ג,סא,00308
47,9,17336,ליידן,מכיון,"וצאנינו""",08,1,009,001,קידושין,ד,סא,00333
1,1,17358,ליידן,"""האיש",,01,1,001,002,קידושין,א,סב,00355
122,22,17367,ליידן,מודין,הכל,10,1,001,002,קידושין,ב,סב,00364
100,22,17392,ליידן,ונפ,אחד,11,3,001,002,קידושין,ג,סב,00389
90,18,17415,ליידן,שהיא,שמתוך,06,1,005,002,קידושין,ד,סב,00412
39,9,17437,ליידן,אמ',הוא,03,1,008,002,קידושין,א,סג,00434
112,22,17459,ליידן,חנינה,בן,01,1,010,002,קידושין,ב,סג,00456
1,1,17466,ליידן,"""האומר",,01,1,001,003,קידושין,ג,סג,00463
110,25,17484,ליידן,בערוות,נפשך,19,1,001,003,קידושין,ד,סג,00481
211,40,17511,ליידן,הכל,תנייו,04,1,004,003,קידושין,א,סד,00508
56,13,17540,ליידן,מתקדשת,אחד,11,2,005,003,קידושין,ב,סד,00537
14,4,17564,ליידן,הכל,אבין,06,1,009,003,קידושין,ג,סד,00561
182,39,17588,ליידן,היתה,שאם,22,1,012,003,קידושין,ד,סד,00585
1,1,17611,ליידן,"""עשרה",,01,1,001,004,קידושין,א,סה,00608
160,30,17613,ליידן,הכא,"ציונים""",02,2,001,004,קידושין,ב,סה,00610
93,18,17643,ליידן,שנשתנית,אילו,20,6,001,004,קידושין,ג,סה,00640
56,13,17670,ליידן,בשוק,מושלך,02,1,002,004,קידושין,ד,סה,00667
133,32,17696,ליידן,לי,אמ',05,1,006,004,קידושין,א,סו,00693
117,25,17713,ליידן,על,שותקת,01,1,010,004,קידושין,ב,סו,00710
5,2,17715,ליידן,הל',1,01,1,011,004,קידושין,א,סו,00712
5,2,17719,ליידן,הל',3,01,2,011,004,קידושין,ב,סו,00716
1,1,17742,ליידן,"""ארבעה",,01,1,001,001,בבא קמא,א,ב,00001
71,13,17749,ליידן,שליקלק,וכלב,08,1,001,001,בבא קמא,ב,ב,00008
172,37,17761,ליידן,טפילה,עיקר,04,2,001,001,בבא קמא,ג,ב,00020
1,1,17785,ליידן,"""כיצד",,01,1,001,002,בבא קמא,ד,ב,00044
96,20,17796,ליידן,חצי,ואתחתון,03,3,001,002,בבא קמא,א,ג,00055
1,1,17816,ליידן,"""המניח",,01,1,001,003,בבא קמא,ב,ג,00075
6,2,17820,ליידן,חבית,הניח,05,1,001,003,בבא קמא,ג,ג,00079
250,46,17843,ליידן,השם'',אינו,07,1,003,003,בבא קמא,ד,ג,00102
1,1,17867,ליידן,"""שור",,01,1,001,004,בבא קמא,א,ד,00126
55,10,17875,ליידן,הראשונים,ושנים,09,1,001,004,בבא קמא,ב,ד,00134
111,22,17899,ליידן,מדבר,הכת',04,1,005,004,בבא קמא,ג,ד,00158
1,1,17920,ליידן,"""שור",,01,1,001,005,בבא קמא,ד,ד,00179
124,25,17931,ליידן,האשה,את,01,1,004,005,בבא קמא,א,ה,00190
1,1,17956,ליידן,"""הכונס",,01,1,001,006,בבא קמא,ב,ה,00215
1,1,17973,ליידן,הל',,01,1,004,006,בבא קמא,ג,ה,00232
1,1,17993,ליידן,"""מרובה",,01,1,001,007,בבא קמא,ד,ה,00252
1,1,18007,ליידן,והיכי,,06,2,003,007,בבא קמא,א,ו,00266
1,1,18023,ליידן,"""החובל",,01,1,001,008,בבא קמא,ב,ו,00282
55,13,18039,ליידן,צערו,נזקו,03,1,003,008,בבא קמא,ג,ו,00298
1,1,18052,ליידן,"""הגוזל",,01,1,001,009,בבא קמא,ד,ו,00311
178,33,18070,ליידן,אלא,ליתנון,03,1,004,009,בבא קמא,א,ז,00329
1,1,18091,ליידן,"""הגוזל",,01,1,001,010,בבא קמא,ב,ז,00350
92,21,18106,ליידן,כן,מנת,01,2,002,010,בבא קמא,ג,ז,00365
1,1,18126,ליידן,"""שנים",,01,1,001,001,בבא מציעא,ד,ז,00001
130,26,18140,ליידן,אשכח,דיקלא,08,1,004,001,בבא מציעא,א,ח,00015
1,1,18159,ליידן,"""אילו",,01,1,001,002,בבא מציעא,ב,ח,00034
81,17,18168,ליידן,להכריז,חייב,02,1,002,002,בבא מציעא,ג,ח,00043
15,4,18195,ליידן,תלמ',אמ',03,2,007,002,בבא מציעא,ד,ח,00070
1,1,18217,ליידן,"""המפקיד",,01,1,001,003,בבא מציעא,א,ט,00092
23,7,18231,ליידן,חייה,ר',03,1,006,003,בבא מציעא,ב,ט,00106
1,1,18254,ליידן,"""הכסף",,01,1,001,004,בבא מציעא,ג,ט,00128
60,14,18272,ליידן,וביקש,לחבירו,07,1,002,004,בבא מציעא,ד,ט,00146
1,1,18301,ליידן,"""אי",,01,1,001,005,בבא מציעא,א,י,00175
60,12,18307,ליידן,בפחות,חבירו,02,1,002,005,בבא מציעא,ב,י,00181
137,30,18334,ליידן,נותן,ואני,05,2,005,005,בבא מציעא,ג,י,00208
18,5,18368,ליידן,אדם,יאמר,01,1,009,005,בבא מציעא,ד,י,00242
5,2,18383,ליידן,דבר',במ',08,1,001,006,בבא מציעא,א,יא,00257
1,1,18402,ליידן,"""השוכר",,01,1,001,007,בבא מציעא,ב,יא,00276
52,11,18414,ליידן,לזיקת,בא,01,1,007,007,בבא מציעא,ג,יא,00288
149,31,18421,ליידן,ולא,הפרה,01,1,001,008,בבא מציעא,ד,יא,00295
1,1,18435,ליידן,"""המקבל",,01,1,001,009,בבא מציעא,א,יב,00309
107,23,18450,ליידן,וכל,הלילה,02,1,011,009,בבא מציעא,ב,יב,00324
1,1,18465,ליידן,"""הבית",,01,1,001,010,בבא מציעא,ג,יב,00339
1,1,18487,ליידן,"""השותפין",,01,1,001,001,בבא בתרא,ד,יב,00001
55,12,18496,ליידן,אמות,ארבע,01,1,006,001,בבא בתרא,א,יג,00010
1,1,18506,ליידן,"""לא",,01,1,001,002,בבא בתרא,ב,יג,00020
1,1,18527,ליידן,אמ',,02,1,004,002,בבא בתרא,ג,יג,00041
1,1,18544,ליידן,"""חזקת",,01,1,001,003,בבא בתרא,ד,יג,00058
135,25,18558,ליידן,וגו',"ותקשר""",10,2,001,003,בבא בתרא,א,יד,00072
127,25,18585,ליידן,כן,אמרה,01,1,005,003,בבא בתרא,ב,יד,00099
1,1,18598,ליידן,"""המוכר",,01,1,001,004,בבא בתרא,ג,יד,00112
127,27,18617,ליידן,אמרין,ורבנין,03,1,009,004,בבא בתרא,ד,יד,00131
1,1,18625,ליידן,"""המוכר",,01,1,001,005,בבא בתרא,א,טו,00139
28,6,18647,ליידן,והוה,אנגרמוס,03,1,009,005,בבא בתרא,ב,טו,00161
64,13,18655,ליידן,ספק,והילך,03,1,003,006,בבא בתרא,ג,טו,00169
138,32,18669,ליידן,יסא,ר',04,1,001,007,בבא בתרא,ד,טו,00183
114,23,18678,ליידן,מכל,זאת,01,1,001,008,בבא בתרא,א,טז,00192
62,12,18703,ליידן,ונאמ',כפילה,02,1,004,008,בבא בתרא,ב,טז,00217
52,11,18727,ליידן,אעיל,יקים,01,1,007,008,בבא בתרא,ג,טז,00241
1,1,18741,ליידן,"""מי",,01,1,001,009,בבא בתרא,ד,טז,00255
53,11,18757,ליידן,עמדו,אלא,04,1,003,009,בבא בתרא,א,יז,00271
279,56,18781,ליידן,אמ',דרבנן,03,1,007,009,בבא בתרא,ב,יז,00295
1,1,18786,ליידן,"""גט",,01,1,001,010,בבא בתרא,ג,יז,00300
25,6,18810,ליידן,ראשון,זמן,04,2,006,010,בבא בתרא,ד,יז,00324
1,1,18824,ליידן,"""דיני",,01,1,001,001,סנהדרין,א,יח,00001
195,38,18842,ליידן,דבר',במ',15,2,001,001,סנהדרין,ב,יח,00019
87,17,18872,ליידן,"""וששים","המלך""",04,2,002,001,סנהדרין,ג,יח,00049
140,30,18895,ליידן,אחא,ר',28,2,002,001,סנהדרין,ד,יח,00072
72,14,18920,ליידן,אונו,איש,53,2,002,001,סנהדרין,א,יט,00097
24,4,18944,ליידן,הדא,"בשלשה""",01,5,003,001,סנהדרין,ב,יט,00121
205,37,18968,ליידן,לארץ,ויבואו,01,5,005,001,סנהדרין,ג,יט,00145
59,12,18991,ליידן,ניסין,מעשה,09,3,006,001,סנהדרין,ד,יט,00168
118,26,19003,ליידן,ידיה,בחדא,07,1,001,002,סנהדרין,א,כ,00180
29,5,19028,ליידן,ממש,אסורות,02,4,002,002,סנהדרין,ב,כ,00205
60,12,19054,ליידן,"עדשים""","""מליאה",04,1,004,002,סנהדרין,ג,כ,00231
133,25,19081,ליידן,"""והקשיבו",כלום,05,2,005,002,סנהדרין,ד,כ,00258
1,1,19087,ליידן,"""דיני",,01,1,001,003,סנהדרין,א,כא,00264
43,9,19113,ליידן,במלאכתו,ועוסק,04,4,003,003,סנהדרין,ב,כא,00290
1,1,19144,ליידן,רב,,05,1,006,003,סנהדרין,ג,כא,00321
87,17,19171,ליידן,בר,הושעיה,24,2,006,003,סנהדרין,ד,כא,00348
1,1,19195,ליידן,"""אחד",,01,1,001,004,סנהדרין,א,כב,00372
124,24,19203,ליידן,אל,"""צדיק",01,4,001,004,סנהדרין,ב,כב,00380
50,11,19228,ליידן,מראה,אדם,02,3,005,004,סנהדרין,ג,כב,00405
12,3,19240,ליידן,בחמורה,מיתתו,04,3,001,005,סנהדרין,ד,כב,00417
61,12,19269,ליידן,זוגות,ומזדווגין,01,1,005,005,סנהדרין,א,כג,00446
1,1,19277,ליידן,"""נגמר",,01,1,001,006,סנהדרין,ב,כג,00454
110,22,19295,ליידן,אמרין,לכלבה,04,3,002,006,סנהדרין,ג,כג,00472
179,34,19326,ליידן,דעתו,את,02,4,004,006,סנהדרין,ד,כג,00503
118,24,19353,ליידן,באין,''הקרובין,04,2,006,006,סנהדרין,א,כד,00530
1,1,19355,ליידן,"""ארבע",,01,1,001,007,סנהדרין,ב,כד,00532
141,28,19375,ליידן,דברי,עליה,01,2,003,007,סנהדרין,ג,כד,00552
104,21,19399,ליידן,יכול,מתנית',23,1,004,007,סנהדרין,ד,כד,00576
25,6,19423,ליידן,אזהרה,"הזכור""",01,5,004,007,סנהדרין,א,כה,00600
118,24,19446,ליידן,הגוי,קיללת,05,3,005,007,סנהדרין,ב,כה,00623
161,31,19471,ליידן,בו,מושך,06,1,007,007,סנהדרין,ג,כה,00648
79,14,19498,ליידן,בבית,אותו,02,1,010,007,סנהדרין,ד,כה,00675
1,1,19519,ליידן,"""בן",,01,1,001,008,סנהדרין,א,כו,00696
74,13,19528,ליידן,''ואיננו,"אותו""",01,2,002,008,סנהדרין,ב,כו,00705
159,32,19555,ליידן,ואמרה,תלמודו,01,1,005,008,סנהדרין,ג,כו,00732
1,1,19570,ליידן,"""אילו",,01,1,001,009,סנהדרין,ד,כו,00747
10,3,19590,ליידן,"""על",טע',21,1,001,009,סנהדרין,א,כז,00767
146,32,19614,ליידן,אמ',אדם,01,2,002,009,סנהדרין,ב,כז,00791
1,1,19629,ליידן,"""אילו",,01,1,001,010,סנהדרין,ג,כז,00806
150,28,19644,ליידן,שליש,ממרקת,16,1,001,010,סנהדרין,ד,כז,00821
64,14,19669,ליידן,באותה,טהור,05,2,001,010,סנהדרין,א,כח,00846
35,8,19696,ליידן,שמתי,אש',01,4,001,010,סנהדרין,ב,כח,00873
64,14,19719,ליידן,מת,"""כי",01,4,002,010,סנהדרין,ג,כח,00896
115,23,19739,ליידן,הוא,י'י,21,4,002,010,סנהדרין,ד,כח,00916
99,20,19764,ליידן,מחבל,שהוא,25,5,002,010,סנהדרין,א,כט,00941
128,25,19787,ליידן,ותתנו,תשאו,13,7,002,010,סנהדרין,ב,כט,00964
13,3,19811,ליידן,ויהא,דינם,04,2,003,010,סנהדרין,ג,כט,00988
156,29,19833,ליידן,ושלדגים,ושלעופות,02,1,004,010,סנהדרין,ד,כט,01010
1,1,19846,ליידן,"""ואילו",,01,1,001,011,סנהדרין,א,ל,01023
73,17,19866,ליידן,חומרין,בהן,03,1,003,011,סנהדרין,ב,ל,01043
49,12,19891,ליידן,תור,ליה,05,3,005,011,סנהדרין,ג,ל,01068
1,1,19913,ליידן,"""כיצד",,01,1,001,001,מכות,א,לא,00001
112,23,19930,ליידן,בראשונה,הוזמו,03,1,006,001,מכות,ב,לא,00018
1,1,19943,ליידן,"""אילו",,01,1,001,002,מכות,ג,לא,00031
179,38,19950,ליידן,רשות,כל,04,2,002,002,מכות,ד,לא,00038
1,1,19978,ליידן,מהו,,07,1,006,002,מכות,ד,לא,00065
20,5,19979,ליידן,בעבר,משה,08,1,006,002,מכות,א,לב,00066
1,1,19992,ליידן,"""שבועות",,01,1,001,001,שבועות,ג,לב,00001
119,25,19998,ליידן,מראות,קרבנות,07,1,001,001,שבועות,ד,לב,00007
138,28,20020,ליידן,יצאת,חטאת,08,1,002,001,שבועות,א,לג,00029
5,2,20044,ליידן,ר',אמ',10,1,004,001,שבועות,ב,לג,00053
71,16,20069,ליידן,אומ',חכמ',16,2,006,001,שבועות,ג,לג,00078
285,53,20082,ליידן,ישמעאל,דר',01,1,001,002,שבועות,ד,לג,00091
150,27,20104,ליידן,שם,ירוש',02,1,002,002,שבועות,א,לד,00113
1,1,20118,ליידן,"""שבועות",,01,1,001,003,שבועות,ב,לד,00127
47,9,20135,ליידן,דאמ',וכר',08.1,3,001,003,שבועות,ג,לד,00143
180,35,20160,ליידן,פטור,אכלה,01,1,006,003,שבועות,ד,לד,00169
